"# 文本key","文本value"
"argument_unlock_380010","Increase Affinity with <ArguNum>1</> character by <ArguNum>500</> via Debate"
"argument_unlock_380011","You are Treacherous and have over <ArguNum>5</> Enmities"
"argument_unlock_380012","Turn <ArguNum>10</> people Unwhole with Raising the Yin Leg"
"argument_unlock_380013","You are Inhumane and have massacred over <ArguNum>50</> people"
"# 嘴炮界面相关",""
"argument_start","Start Debate"
"argument_round_num","Round <ArguRound>{0}</>"
"argument_libraray","Arguments Deck {0}"
"argument_delete","Remove Argument ({0})"
"argument_haslibrary","Selected Argument {0}"
"argument_extra_effect","Bonus Finishing Effect"
"argument_singlechoice","Choose One Victory Objective"
"argument_multiplechoice","Choose Multiple Victory Objectives"
"argument_keepfight","Continue Debate"
"argument_stopfight","End Debate"
"argument_add","Add Argument"
"argument_reselect","Rethink ({0})"
"argument_skip","Skip"
"argument_library","Argument Deck"
"argument_library_desc","Collect all types of Arguments to gain the upper hand in Verbal Duels！"
"argument_base_dmg","Base Eloquence <ArguNum>{0}</>"
"argument_lock_desc","Not obtained"
"argument_final_effect","<ArguEnd>Finale Choice</>\\n"
"argument_can_craft","Craftable Arguments"
"argument_select_craft","Select for Crafting"
"argument_reselect_merge","Reselect"
"argument_confirm_merge","Determine synthesis"
"argument_win","Victory"
"argument_lose","Loss"
"argument_detail","check the details"
"argument_turn_combat","Resort to force"
"continue_argument_tips","Choose an inch， and the strength of the opponent's Verbal Duel will be increased to<ArguNumBig>{0} %</>\\n\\nFailed punishment：\\n{1}"
"# 嘴炮类型相关",""
"upn_type_0","<ArguPnType0>Idiom</>"
"upn_type_1","<ArguPnType1>Kind</>"
"upn_type_2","<ArguPnType2>Malicious</>"
"# 嘴炮相邻位置",""
"near_dir_0","Left"
"near_dir_1","Right"
"near_dir_2","Top"
"near_dir_3","Bottom"
"# 嘴炮稀有度",""
"arg_rarity_0","<ArguRarity0>Common</>"
"arg_rarity_1","<ArguRarity1>Rare</>"
"arg_rarity_2","<ArguRarity2>Epic</>"
"arg_rarity_3","<ArguRarity3>Crafted</>"
"# 嘴炮强度称呼",""
"arg_str_call_1","<ArgStrCall>Verbal Duel Power 1 「Tongue-Tied」</>"
"arg_str_call_2","<ArgStrCall>Verbal Duel Power 2 「Clumsy」</>"
"arg_str_call_3","<ArgStrCall>Verbal Duel Power 3 「Fluent」</>"
"arg_str_call_4","<ArgStrCall>Verbal Duel Power 4 「Articulate」</>"
"arg_str_call_5","<ArgStrCall>Verbal Duel Power 5 「Expressive」</>"
"arg_str_call_6","<ArgStrCall>Verbal Duel Power 6 「Silver-Tongued」</>"
"arg_str_call_7","<ArgStrCall>Verbal Duel Power 7 「Well-Spoken」</>"
"arg_str_call_8","<ArgStrCall>Verbal Duel Power 8 「Eloquent」</>"
"arg_str_call_9","<ArgStrCall>Verbal Duel Power 9 「Orator」</>"
"# 嘴炮单选胜利目标描述",""
"arg_ret_desc_1","Let them develop <ArguNum>{0}</> Admire toward you."
"arg_ret_desc_2","Persuade them for a <ArguNum>{0}%</> discount."
"arg_ret_desc_3","Deal DMG for <ArguNum>{0}%</> Max Vigor."
"arg_ret_desc_4","Let them sheath the blade."
"arg_ret_desc_5","Gain <ArguNum>{0}</> Diplomatic Relations."
"arg_ret_desc_6_1","Resolve Enmity (S)"
"arg_ret_desc_6_2","Resolve Enmity (M)"
"arg_ret_desc_6_3","Resolve Enmity (L)"
"arg_ret_desc_7","Invite to Join Sect"
"arg_ret_desc_8","Form Alliance"
"arg_ret_desc_player_fail","Spirits <ArguNum>{0}</>"
"arg_ret_desc_player_fail_attitude","The other parties dislike for you increases by <ArguNum>{0}%</>"
"# 皇朝相关",""
"huang_identity_up_desc","To be promoted to <{0}>， you need：\\nDynasty Prestige： {1}\\nPay Official Silver： {2}"
"need_renown_desc","{0} (Current： {1})"
"need_item_desc","{0} (Possesses： {1})"
"distribute_desc","Distributed Equipment： {0}"
"# 黑榜UI",""
"hei_bang_page_desc","Wanted List"
"hei_bang_title_desc","Capture wanted criminals and bring them to the dungeon to gain rewards."
"tong_ji_desc","{0} {1} | Sin value： {2} | Wanted level： {3}"
"# 刺客势力相关",""
"relation_panel_assassin_btn","View {0}'s relations"
"publish_assassin_notice_message","Are you sure you want to issue a kill order for {0}？"
"publish_assassin_final_notice_message","Are you sure you want to issue an eradication order for {0}？\\nAfter confirming， the sect will be completely eradicated"
"publish_death_notice_message","Are you sure want to publish a death notice for {0}？"
"assassin_final_notice_page","Killing Order"
"secret_story_tablet","Great Wilds Secret Monument"
"assassin_published","(Published)"
"assassin_received","(Received)"
"secret_story_content","There are some indecipherable words written on it..."
"# 花名册UI",""
"assassin_ui_title_desc","Number of people： {0}"
"assassin_unkown_desc","？ ？ ？"
"# 血榜兑换UI",""
"assassin_exchange_item_page","Items"
"assassin_exchange_equip_page","Equipment"
"assassin_exchange_title_page","Possessed Blood Money： {0}"
"assassin_exchange_desc","{0} | Requires Identity： {1} | {2}"
"assassin_notice_self","(I Published)"
"# 暗杀令UI",""
"assassin_notice_page","Assassination Order"
"assassin_notice_desc","{0} | Bounty： {1}"
"assassin_unknown_desc","Unknown"
"assassin_publish_tips","Issued by："
"# 发布暗杀UI",""
"assassin_publish_page_0","Shifu"
"assassin_publish_page_1","Intimate friends"
"assassin_publish_page_2","Emotionally compatible"
"assassin_publish_page_3","Form a grudge"
"assassin_publish_page_4","Family blood relatives"
"assassin_publish_page_5","Under my command"
"assassin_publish_desc","{0} | Reward needed： {1}"
"assassin_message_context","Issue assassination order for {0} ({1})？\\nConsumption： Coin x{2}， Blood-colored Cloth Strips x1"
"# 收集系统相关",""
"collect_bonus_tips","Fortune Jade Owned：\\n<img id=""item_img_93008"" width=""30"" height=""30""/> {0}\\nNext Reward At：\\n{1} Unlock(s)."
"collect_page_1","<ArguDef>B</>\\n<ArguDef>o</>\\n<ArguDef>w</>\\n<ArguDef>u</>\\n<ArguDef>z</>\\n<ArguDef>h</>\\n<ArguDef>i</>"
"collect_page_2","<ArguAtk>J</>\\n<ArguAtk>i</>\\n<ArguAtk>a</>\\n<ArguAtk>n</>\\n<ArguAtk>g</>\\n<ArguAtk>h</>\\n<ArguAtk>u</>"
"collect_lable_11","Herbs"
"collect_lable_12","Materials"
"collect_lable_13","Delicacies"
"collect_lable_14","Elixirs"
"collect_lable_15","Contraptions"
"collect_lable_16","Scenery"
"collect_lable_21","Weapons"
"collect_lable_22","Attire"
"collect_lable_23","Skills"
"collect_lable_24","Inner Kungfu"
"collect_lable_25","Organizations"
"collect_lable_26","People"
"collect_lable_27","Mnemonics"
"collect_cate_111","<MgBlack>Q</>\\n<MgBlack>u</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack>i</>\\n<MgBlack>t</>\\n<MgBlack>y</>\\n<MgBlack> </>\\n<MgBlack>H</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>b</>\\n<MgBlack>s</>"
"collect_cate_112","<MgBlack>G</>\\n<MgBlack>u</>\\n<MgBlack>i</>\\n<MgBlack>d</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>g</>\\n<MgBlack> </>\\n<MgBlack>H</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>b</>\\n<MgBlack>s</>"
"collect_cate_113","<MgBlack>R</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>H</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>b</>\\n<MgBlack>s</>"
"collect_cate_121","<MgBlack>T</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_122","<MgBlack>O</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_123","<MgBlack>T</>\\n<MgBlack>e</>\\n<MgBlack>x</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>l</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_124","<MgBlack>H</>\\n<MgBlack>u</>\\n<MgBlack>n</>\\n<MgBlack>t</>\\n<MgBlack>e</>\\n<MgBlack>d</>"
"collect_cate_125","<MgBlack>R</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>m</>\\n<MgBlack>s</>"
"collect_cate_131","<MgBlack>D</>\\n<MgBlack>e</>\\n<MgBlack>l</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>i</>\\n<MgBlack>o</>\\n<MgBlack>u</>\\n<MgBlack>s</>"
"collect_cate_132","<MgBlack>D</>\\n<MgBlack>r</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>k</>\\n<MgBlack>s</>"
"collect_cate_133","<MgBlack>C</>\\n<MgBlack>u</>\\n<MgBlack>i</>\\n<MgBlack>s</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>e</>"
"collect_cate_134","<MgBlack>F</>\\n<MgBlack>i</>\\n<MgBlack>s</>\\n<MgBlack>h</>"
"collect_cate_141","<MgBlack>G</>\\n<MgBlack>o</>\\n<MgBlack>o</>\\n<MgBlack>d</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>e</>\\n<MgBlack>d</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>e</>"
"collect_cate_142","<MgBlack>R</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>e</>\\n<MgBlack>d</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>e</>"
"collect_cate_151","<MgBlack>D</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>a</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>o</>\\n<MgBlack>n</>"
"collect_cate_152","<MgBlack>D</>\\n<MgBlack>a</>\\n<MgBlack>i</>\\n<MgBlack>l</>\\n<MgBlack>y</>\\n<MgBlack> </>\\n<MgBlack>L</>\\n<MgBlack>i</>\\n<MgBlack>f</>\\n<MgBlack>e</>"
"collect_cate_153","<MgBlack>C</>\\n<MgBlack>u</>\\n<MgBlack>n</>\\n<MgBlack>n</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>g</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>k</>"
"collect_cate_161","<MgBlack>E</>\\n<MgBlack>n</>\\n<MgBlack>l</>\\n<MgBlack>i</>\\n<MgBlack>g</>\\n<MgBlack>h</>\\n<MgBlack>t</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>m</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>t</>\\n<MgBlack> </>\\n<MgBlack>S</>\\n<MgBlack>t</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_162","<MgBlack>L</>\\n<MgBlack>a</>\\n<MgBlack>n</>\\n<MgBlack>d</>\\n<MgBlack> </>\\n<MgBlack>P</>\\n<MgBlack>l</>\\n<MgBlack>o</>\\n<MgBlack>t</>\\n<MgBlack>s</>"
"collect_cate_163","<MgBlack>C</>\\n<MgBlack>u</>\\n<MgBlack>r</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>c</>\\n<MgBlack>y</>"
"collect_cate_211","<MgBlack>C</>\\n<MgBlack>o</>\\n<MgBlack>m</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>e</>\\n<MgBlack>a</>\\n<MgBlack>p</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>s</>"
"collect_cate_212","<MgBlack>L</>\\n<MgBlack>e</>\\n<MgBlack>g</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>d</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>y</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>e</>\\n<MgBlack>a</>\\n<MgBlack>p</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>s</>"
"collect_cate_221","<MgBlack>C</>\\n<MgBlack>o</>\\n<MgBlack>m</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack> </>\\n<MgBlack>A</>\\n<MgBlack>t</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>r</>\\n<MgBlack>e</>"
"collect_cate_222","<MgBlack>L</>\\n<MgBlack>e</>\\n<MgBlack>g</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>d</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>y</>\\n<MgBlack> </>\\n<MgBlack>A</>\\n<MgBlack>t</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>r</>\\n<MgBlack>e</>"
"collect_cate_231","<MgBlack>F</>\\n<MgBlack>i</>\\n<MgBlack>s</>\\n<MgBlack>t</>"
"collect_cate_232","<MgBlack>P</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack>m</>"
"collect_cate_233","<MgBlack>K</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>k</>"
"collect_cate_234","<MgBlack>W</>\\n<MgBlack>e</>\\n<MgBlack>a</>\\n<MgBlack>p</>\\n<MgBlack>o</>\\n<MgBlack>n</>"
"collect_cate_235","<MgBlack>C</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>c</>\\n<MgBlack>e</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack>e</>\\n<MgBlack>d</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>e</>\\n<MgBlack>a</>\\n<MgBlack>p</>\\n<MgBlack>o</>\\n<MgBlack>n</>"
"collect_cate_241","<MgBlack>S</>\\n<MgBlack>u</>\\n<MgBlack>n</>"
"collect_cate_242","<MgBlack>M</>\\n<MgBlack>o</>\\n<MgBlack>o</>\\n<MgBlack>n</>"
"collect_cate_243","<MgBlack>H</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>y</>"
"collect_cate_244","<MgBlack>V</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack>o</>\\n<MgBlack>m</>"
"collect_cate_245","<MgBlack>O</>\\n<MgBlack>t</>\\n<MgBlack>h</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack> </>\\n<MgBlack>N</>\\n<MgBlack>e</>\\n<MgBlack>i</>\\n<MgBlack>g</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>g</>"
"collect_cate_251","<MgBlack>E</>\\n<MgBlack>i</>\\n<MgBlack>g</>\\n<MgBlack>h</>\\n<MgBlack>t</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>a</>\\n<MgBlack>j</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack> </>\\n<MgBlack>S</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>t</>\\n<MgBlack>s</>"
"collect_cate_252","<MgBlack>R</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>l</>\\n<MgBlack>u</>\\n<MgBlack>s</>\\n<MgBlack>i</>\\n<MgBlack>v</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>S</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack>t</>\\n<MgBlack> </>\\n<MgBlack>S</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>t</>\\n<MgBlack>s</>"
"collect_cate_253","<MgBlack>B</>\\n<MgBlack>e</>\\n<MgBlack>y</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>d</>\\n<MgBlack> </>\\n<MgBlack>t</>\\n<MgBlack>h</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack> </>\\n<MgBlack>W</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>l</>\\n<MgBlack>d</>"
"collect_cate_254","<MgBlack>H</>\\n<MgBlack>i</>\\n<MgBlack>d</>\\n<MgBlack>d</>\\n<MgBlack>e</>\\n<MgBlack>n</>\\n<MgBlack> </>\\n<MgBlack>F</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>c</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_261","<MgBlack>M</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack> </>\\n<MgBlack>A</>\\n<MgBlack>r</>\\n<MgBlack>t</>\\n<MgBlack>s</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>a</>\\n<MgBlack>s</>\\n<MgBlack>t</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>s</>"
"collect_cate_262","<MgBlack>N</>\\n<MgBlack>o</>\\n<MgBlack>t</>\\n<MgBlack>a</>\\n<MgBlack>b</>\\n<MgBlack>l</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>F</>\\n<MgBlack>i</>\\n<MgBlack>g</>\\n<MgBlack>u</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack>s</>"
"collect_cate_263","<MgBlack>O</>\\n<MgBlack>t</>\\n<MgBlack>h</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>w</>\\n<MgBlack>o</>\\n<MgBlack>r</>\\n<MgBlack>l</>\\n<MgBlack>d</>\\n<MgBlack>y</>\\n<MgBlack> </>\\n<MgBlack>B</>\\n<MgBlack>e</>\\n<MgBlack>i</>\\n<MgBlack>n</>\\n<MgBlack>g</>\\n<MgBlack>s</>"
"collect_cate_271","<MgBlack>C</>\\n<MgBlack>o</>\\n<MgBlack>m</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>n</>\\n<MgBlack>e</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>s</>"
"collect_cate_272","<MgBlack>R</>\\n<MgBlack>a</>\\n<MgBlack>r</>\\n<MgBlack>e</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>n</>\\n<MgBlack>e</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>s</>"
"collect_cate_273","<MgBlack>E</>\\n<MgBlack>x</>\\n<MgBlack>c</>\\n<MgBlack>e</>\\n<MgBlack>p</>\\n<MgBlack>t</>\\n<MgBlack>i</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>a</>\\n<MgBlack>l</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>n</>\\n<MgBlack>e</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>s</>"
"collect_cate_274","<MgBlack>P</>\\n<MgBlack>e</>\\n<MgBlack>r</>\\n<MgBlack>f</>\\n<MgBlack>e</>\\n<MgBlack>c</>\\n<MgBlack>t</>\\n<MgBlack> </>\\n<MgBlack>M</>\\n<MgBlack>n</>\\n<MgBlack>e</>\\n<MgBlack>m</>\\n<MgBlack>o</>\\n<MgBlack>n</>\\n<MgBlack>i</>\\n<MgBlack>c</>\\n<MgBlack>s</>"
"# 收集提示相关",""
"collect_tips_2_1","Source： "
"collect_tips_2_2","Influence： "
"collect_tips_2_3","Size： "
"collect_tips_3_1","Function： "
"collect_tips_3_2","Effect： "
"collect_tips_3_3","Move： "
"collect_tips_3_4","Horn Acupoints： "
"collect_tips_3_5","Sect Skill： "
"collect_tips_3_6","Strength： "
"collect_tips_3_7","Resource Yield： "
"collect_tips_3_8","Type："
"collect_tips_4_1","Introduction： "
"collect_tips_4_2","Effect： "
"collect_tips_5_1","Value： "
"collect_tips_5_2","Attributes： "
"collect_tips_6_1","Grade： "
"collect_tips_7_1","Consume： "
"# 收集提示辅助相关",""
"collect_tips_moves_40000","{0} Palm"
"collect_tips_moves_40001","{0} Fist"
"collect_tips_moves_40002","{0} Kick"
"collect_tips_moves_40003","{0} Weapon"
"collect_tips_moves_40004","{0} Void"
"collect_tips_moves_none","No moves needed"
"collect_tips_acupoint_2","Horn"
"collect_tips_acupoint_3","Square"
"collect_tips_acupoint_4","Round"
"collect_tips_acupoint_none","No acupoints needed"
"collect_tips_etc","Etc"
"collect_tips_skill_prop_xuan_yin_zhenqi_lv","Moon"
"collect_tips_skill_prop_chun_yang_zhenqi_lv","Sun"
"collect_tips_skill_prop_sha_du_zhenqi_lv","Venom"
"collect_tips_skill_prop_hun_yuan_zhenqi_lv","Harmony"
